cve_id,cwes,description,severity,exploitability,impact,published_date,last_modified_date
CVE-2015-5688,{'CWE-22'},Directory traversal vulnerability in lib/app/index.js in Geddy before 13.0.8 for Node.js allows remote attackers to read arbitrary files via a ..%2f (dot dot encoded slash) in the PATH_INFO to the default URI.,MEDIUM,10.0,2.9,2015-09-04 15:59:00+00:00,2015-09-04 17:53:00+00:00
CVE-2015-5697,{'CWE-200'},"The get_bitmap_file function in drivers/md/md.c in the Linux kernel before 4.1.6 does not initialize a certain bitmap data structure, which allows local users to obtain sensitive information from kernel memory via a GET_BITMAP_FILE ioctl call.",LOW,3.9,2.9,2015-08-31 10:59:00+00:00,2017-09-21 01:29:00+00:00
CVE-2015-5704,{'CWE-77'},scripts/licensecheck.pl in devscripts before 2.15.7 allows local users to execute arbitrary shell commands.,HIGH,3.9,10.0,2017-09-25 21:29:00+00:00,2017-10-06 13:56:00+00:00
CVE-2015-5705,{'CWE-59'},Argument injection vulnerability in devscripts before 2.15.7 allows remote attackers to write to arbitrary files via a crafted symlink and crafted filename.,MEDIUM,10.0,2.9,2017-09-06 21:29:00+00:00,2017-09-13 11:21:00+00:00
CVE-2015-5706,{'CWE-416'},Use-after-free vulnerability in the path_openat function in fs/namei.c in the Linux kernel 3.x and 4.x before 4.0.4 allows local users to cause a denial of service or possibly have unspecified other impact via O_TMPFILE filesystem operations that leverage a duplicate cleanup operation.,MEDIUM,3.9,6.4,2015-08-31 10:59:00+00:00,2020-08-13 14:15:00+00:00
CVE-2015-5707,{'CWE-190'},Integer overflow in the sg_start_req function in drivers/scsi/sg.c in the Linux kernel 2.6.x through 4.x before 4.1 allows local users to cause a denial of service or possibly have unspecified other impact via a large iov_count value in a write request.,MEDIUM,3.9,6.4,2015-10-19 10:59:00+00:00,2020-06-02 14:57:00+00:00
CVE-2015-5714,{'CWE-79'},Cross-site scripting (XSS) vulnerability in WordPress before 4.3.1 allows remote attackers to inject arbitrary web script or HTML by leveraging the mishandling of unclosed HTML elements during processing of shortcode tags.,MEDIUM,8.6,2.9,2016-05-22 01:59:00+00:00,2017-11-04 01:29:00+00:00
CVE-2015-5715,{'CWE-264'},"The mw_editPost function in wp-includes/class-wp-xmlrpc-server.php in the XMLRPC subsystem in WordPress before 4.3.1 allows remote authenticated users to bypass intended access restrictions, and arrange for a private post to be published and sticky, via unspecified vectors.",MEDIUM,8.0,2.9,2016-05-22 01:59:00+00:00,2017-11-04 01:29:00+00:00
CVE-2015-5719,{'NVD-CWE-noinfo'},"app/Controller/TemplatesController.php in Malware Information Sharing Platform (MISP) before 2.3.92 does not properly restrict filenames under the tmp/files/ directory, which has unspecified impact and attack vectors.",HIGH,10.0,10.0,2016-09-03 20:59:00+00:00,2016-11-28 19:35:00+00:00
CVE-2015-5720,{'CWE-79'},"Multiple cross-site scripting (XSS) vulnerabilities in the template-creation feature in Malware Information Sharing Platform (MISP) before 2.3.90 allow remote attackers to inject arbitrary web script or HTML via vectors involving (1) add.ctp, (2) edit.ctp, and (3) ajaxification.js.",MEDIUM,8.6,2.9,2016-09-03 20:59:00+00:00,2016-11-28 19:35:00+00:00
CVE-2015-5721,{'CWE-94'},"Malware Information Sharing Platform (MISP) before 2.3.90 allows remote attackers to conduct PHP object injection attacks via crafted serialized data, related to TemplatesController.php and populate_event_from_template_attributes.ctp.",HIGH,10.0,6.4,2016-09-03 20:59:00+00:00,2016-11-28 19:35:00+00:00
CVE-2015-5725,{'CWE-89'},SQL injection vulnerability in the offset method in the Active Record class in CodeIgniter before 2.2.4 allows remote attackers to execute arbitrary SQL commands via vectors involving the offset variable.,HIGH,10.0,6.4,2018-02-21 16:29:00+00:00,2018-03-14 18:29:00+00:00
CVE-2015-5739,{'CWE-444'},"The net/http library in net/textproto/reader.go in Go before 1.4.3 does not properly parse HTTP header keys, which allows remote attackers to conduct HTTP request smuggling attacks via a space instead of a hyphen, as demonstrated by \Content Length\"" instead of \""Content-Length.\""""",HIGH,10.0,6.4,2017-10-18 20:29:00+00:00,2019-05-10 16:45:00+00:00
CVE-2015-5740,{'CWE-444'},"The net/http library in net/http/transfer.go in Go before 1.4.3 does not properly parse HTTP headers, which allows remote attackers to conduct HTTP request smuggling attacks via a request with two Content-length headers.",HIGH,10.0,6.4,2017-10-18 20:29:00+00:00,2019-05-09 20:13:00+00:00
CVE-2015-5741,{'CWE-444'},"The net/http library in net/http/transfer.go in Go before 1.4.3 does not properly parse HTTP headers, which allows remote attackers to conduct HTTP request smuggling attacks via a request that contains Content-Length and Transfer-Encoding header fields.",HIGH,10.0,6.4,2020-02-08 19:15:00+00:00,2021-08-04 17:15:00+00:00
CVE-2015-5745,{'CWE-120'},Buffer overflow in the send_control_msg function in hw/char/virtio-serial-bus.c in QEMU before 2.4.0 allows guest users to cause a denial of service (QEMU process crash) via a crafted virtio control message.,MEDIUM,8.0,2.9,2020-01-23 20:15:00+00:00,2022-02-20 06:45:00+00:00
CVE-2015-5947,{'CWE-362'},SuiteCRM before 7.2.3 allows remote attackers to execute arbitrary code.,MEDIUM,8.6,6.4,2017-09-06 21:29:00+00:00,2020-06-12 17:53:00+00:00
CVE-2015-5948,{'CWE-362'},Race condition in SuiteCRM before 7.2.3 allows remote attackers to execute arbitrary code.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-5947.,HIGH,8.6,10.0,2017-09-06 21:29:00+00:00,2017-09-09 11:30:00+00:00
CVE-2015-5959,{'CWE-200'},Froxlor before 0.9.33.2 with the default configuration/setup might allow remote attackers to obtain the database password by reading /logs/sql-error.log.,MEDIUM,10.0,2.9,2017-09-06 21:29:00+00:00,2017-09-07 19:53:00+00:00
CVE-2015-6031,{'CWE-119'},"Buffer overflow in the IGDstartelt function in igd_desc_parse.c in the MiniUPnP client (aka MiniUPnPc) before 1.9.20150917 allows remote UPNP servers to cause a denial of service (application crash) and possibly execute arbitrary code via an \oversized\"" XML element name.""",MEDIUM,8.6,6.4,2015-11-02 19:59:00+00:00,2019-06-18 12:13:00+00:00
CVE-2015-6240,{'CWE-59'},"The chroot, jail, and zone connection plugins in ansible before 1.9.2 allow local users to escape a restricted environment via a symlink attack.",HIGH,3.9,10.0,2017-06-07 20:29:00+00:00,2019-09-16 15:15:00+00:00
CVE-2015-6250,{'CWE-200'},simple-php-captcha before commit 9d65a945029c7be7bb6bc893759e74c5636be694 allows remote attackers to automatically generate the captcha response by running the same code on the client-side.,MEDIUM,10.0,2.9,2017-09-06 21:29:00+00:00,2017-09-13 11:21:00+00:00
CVE-2015-6251,{'NVD-CWE-Other'},Double free vulnerability in GnuTLS before 3.3.17 and 3.4.x before 3.4.4 allows remote attackers to cause a denial of service via a long DistinguishedName (DN) entry in a certificate.,MEDIUM,10.0,2.9,2015-08-24 14:59:00+00:00,2016-12-24 02:59:00+00:00
CVE-2015-6252,{'CWE-399'},The vhost_dev_ioctl function in drivers/vhost/vhost.c in the Linux kernel before 4.1.5 allows local users to cause a denial of service (memory consumption) via a VHOST_SET_LOG_FD ioctl call that triggers permanent file-descriptor allocation.,LOW,3.9,2.9,2015-10-19 10:59:00+00:00,2017-11-04 01:29:00+00:00
CVE-2015-6496,{'CWE-17'},"conntrackd in conntrack-tools 1.4.2 and earlier does not ensure that the optional kernel modules are loaded before using them, which allows remote attackers to cause a denial of service (crash) via a (1) DCCP, (2) SCTP, or (3) ICMPv6 packet.",MEDIUM,10.0,2.9,2015-08-24 14:59:00+00:00,2018-05-22 15:22:00+00:00
CVE-2015-6506,{'CWE-79'},Cross-site scripting (XSS) vulnerability in the cryptography interface in Request Tracker (RT) before 4.2.12 allows remote attackers to inject arbitrary web script or HTML via a crafted public key.,MEDIUM,8.6,2.9,2015-09-03 14:59:00+00:00,2016-12-22 03:00:00+00:00
CVE-2015-6520,{'CWE-264'},"IPPUSBXD before 1.22 listens on all interfaces, which allows remote attackers to obtain access to USB connected printers via a direct request.",HIGH,10.0,6.4,2015-09-01 14:59:00+00:00,2015-09-02 17:15:00+00:00
CVE-2015-6526,{'CWE-399'},The perf_callchain_user_64 function in arch/powerpc/perf/callchain.c in the Linux kernel before 4.0.2 on ppc64 platforms allows local users to cause a denial of service (infinite loop) via a deep 64-bit userspace backtrace.,MEDIUM,3.9,6.9,2015-08-31 20:59:00+00:00,2016-12-08 03:12:00+00:00
CVE-2015-6545,{'CWE-352'},Cross-site request forgery (CSRF) vulnerability in ajax.php in Cerb before 7.0.4 allows remote attackers to hijack the authentication of administrators for requests that add an administrator account via a saveWorkerPeek action.,MEDIUM,8.6,6.4,2015-09-03 17:59:00+00:00,2018-10-09 19:57:00+00:00
CVE-2015-6563,{'CWE-20'},"The monitor component in sshd in OpenSSH before 7.0 on non-OpenBSD platforms accepts extraneous username data in MONITOR_REQ_PAM_INIT_CTX requests, which allows local users to conduct impersonation attacks by leveraging any SSH login access in conjunction with control of the sshd uid to send a crafted MONITOR_REQ_PWNAM request, related to monitor.c and monitor_wrap.c.",LOW,3.4,2.9,2015-08-24 01:59:00+00:00,2019-03-26 17:29:00+00:00
CVE-2015-6564,{'CWE-264'},Use-after-free vulnerability in the mm_answer_pam_free_ctx function in monitor.c in sshd in OpenSSH before 7.0 on non-OpenBSD platforms might allow local users to gain privileges by leveraging control of the sshd uid to send an unexpectedly early MONITOR_REQ_PAM_FREE_CTX request.,MEDIUM,3.4,10.0,2015-08-24 01:59:00+00:00,2019-03-26 17:29:00+00:00
CVE-2015-6567,{'CWE-20'},"Wolf CMS before 0.8.3.1 allows unrestricted file upload and PHP Code Execution because admin/plugin/file_manager/browse/ (aka the filemanager) does not validate the parameter \filename\"" properly. Exploitation requires a registered user who has access to upload functionality.""",MEDIUM,8.0,6.4,2017-04-14 16:59:00+00:00,2017-09-17 01:29:00+00:00
CVE-2015-6568,{'CWE-20'},"Wolf CMS before 0.8.3.1 allows unrestricted file rename and PHP Code Execution because admin/plugin/file_manager/browse/ (aka the filemanager) does not prevent a change of a file extension to \.php\"" after originally using the parameter \""filename\"" for uploading a JPEG image. Exploitation requires a registered user who has access to upload functionality.""",MEDIUM,8.0,6.4,2017-04-14 16:59:00+00:00,2017-09-17 01:29:00+00:00
CVE-2015-6727,{'CWE-200'},"The Special:DeletedContributions page in MediaWiki before 1.23.10, 1.24.x before 1.24.3, and 1.25.x before 1.25.2 allows remote attackers to determine if an IP is autoblocked via the \Change block\"" text.""",MEDIUM,10.0,2.9,2015-09-01 14:59:00+00:00,2015-09-02 17:19:00+00:00
CVE-2015-6751,{'CWE-79'},Multiple cross-site scripting (XSS) vulnerabilities in the Time Tracker module 7.x-1.x before 7.x-1.4 for Drupal allow remote authenticated users with certain permissions to inject arbitrary web script or HTML via a (1) note added to a time entry or an (2) activity used to categorize time tracker entries.,LOW,6.8,2.9,2015-08-31 18:59:00+00:00,2015-09-11 17:59:00+00:00
CVE-2015-6781,{'CWE-189'},"Integer overflow in the FontData::Bound function in data/font_data.cc in Google sfntly, as used in Google Chrome before 47.0.2526.73, allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted offset or length value within font data in an SFNT container.",HIGH,10.0,6.4,2015-12-06 01:59:00+00:00,2017-09-14 01:29:00+00:00
CVE-2015-6806,{'CWE-119'},"The MScrollV function in ansi.c in GNU screen 4.3.1 and earlier does not properly limit recursion, which allows remote attackers to cause a denial of service (stack consumption) via an escape sequence with a large repeat count value.",MEDIUM,10.0,2.9,2015-09-28 20:59:00+00:00,2019-06-02 18:29:00+00:00
CVE-2015-6817,{'CWE-287'},"PgBouncer 1.6.x before 1.6.1, when configured with auth_user, allows remote attackers to gain login access as auth_user via an unknown username.",MEDIUM,8.6,6.4,2017-05-23 04:29:00+00:00,2020-11-03 18:16:00+00:00
CVE-2015-6830,{'CWE-200'},libraries/plugins/auth/AuthenticationCookie.class.php in phpMyAdmin 4.3.x before 4.3.13.2 and 4.4.x before 4.4.14.1 allows remote attackers to bypass a multiple-reCaptcha protection mechanism against brute-force credential guessing by providing a correct response to a single reCaptcha.,MEDIUM,10.0,2.9,2015-09-14 01:59:00+00:00,2016-12-22 03:00:00+00:00
CVE-2015-6918,{'CWE-200'},salt before 2015.5.5 leaks git usernames and passwords to the log.,LOW,6.8,2.9,2017-10-10 16:29:00+00:00,2017-11-05 21:18:00+00:00
CVE-2015-6937,{'NVD-CWE-Other'},The __rds_conn_create function in net/rds/connection.c in the Linux kernel through 4.2.3 allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact by using a socket that was not properly bound.,MEDIUM,3.9,6.9,2015-10-19 10:59:00+00:00,2018-10-17 01:29:00+00:00
CVE-2015-6938,{'CWE-79'},"Cross-site scripting (XSS) vulnerability in the file browser in notebook/notebookapp.py in IPython Notebook before 3.2.2 and Jupyter Notebook 4.0.x before 4.0.5 allows remote attackers to inject arbitrary web script or HTML via a folder name.  NOTE: this was originally reported as a cross-site request forgery (CSRF) vulnerability, but this may be inaccurate.",MEDIUM,8.6,2.9,2015-09-21 19:59:00+00:00,2018-10-30 16:27:00+00:00
CVE-2015-6941,{'CWE-534'},"win_useradd, salt-cloud and the Linode driver in salt 2015.5.x before 2015.5.6, and 2015.8.x before 2015.8.1 leak password information in debug logs.",MEDIUM,10.0,2.9,2017-08-09 16:29:00+00:00,2017-08-21 15:25:00+00:00
CVE-2015-6961,{'CWE-601'},Open redirect vulnerability in gluon/tools.py in Web2py 2.9.11 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the _next parameter to user/logout.,MEDIUM,8.6,4.9,2017-10-18 20:29:00+00:00,2017-10-31 22:09:00+00:00
CVE-2015-7226,{'CWE-200'},"The Administration Views module 7.x-1.x before 7.x-1.5 for Drupal checks access permissions based on the router path from the view instead of the display property, which allows remote attackers to obtain sensitive information via vectors related to the access handler.",MEDIUM,10.0,2.9,2015-09-17 16:59:00+00:00,2016-11-28 19:42:00+00:00
CVE-2015-7234,{'CWE-20'},"The OSF module 7.x-3.x before 7.x-3.1 for Drupal, when the OSF Ontology and OSF Import modules are enabled, allows user-assisted remote attackers to delete arbitrary files via unspecified vectors.",MEDIUM,4.9,4.9,2015-09-17 16:59:00+00:00,2015-09-23 15:41:00+00:00
CVE-2015-7294,{'CWE-90'},ldapauth-fork before 2.3.3 allows remote attackers to perform LDAP injection attacks via a crafted username.,MEDIUM,10.0,2.9,2017-09-06 21:29:00+00:00,2020-03-09 18:39:00+00:00
CVE-2015-7314,{'CWE-200'},The Precious module in gollum before 4.0.1 allows remote attackers to read arbitrary files by leveraging the lack of a certain temporary-file check.,MEDIUM,8.6,2.9,2015-10-06 01:59:00+00:00,2015-10-07 14:45:00+00:00
CVE-2015-7315,{'CWE-284'},"Plone 3.3.0 through 3.3.6, 4.0.0 through 4.0.10, 4.1.0 through 4.1.6, 4.2.0 through 4.2.7, 4.3.0 through 4.3.6, and 5.0rc1 allows remote attackers to add a new member to a Plone site with registration enabled, without acknowledgment of site administrator.",MEDIUM,8.6,2.9,2017-09-25 17:29:00+00:00,2017-10-03 15:17:00+00:00
CVE-2015-7316,{'CWE-79'},"Cross-site scripting (XSS) vulnerability in Plone 3.3.0 through 3.3.6, 4.0.0 through 4.0.10, 4.1.0 through 4.1.6, 4.2.0 through 4.2.7, 4.3.x before 4.3.7, and 5.0rc1.",MEDIUM,8.6,2.9,2017-09-25 17:29:00+00:00,2017-10-03 14:47:00+00:00
CVE-2015-7326,{'CWE-611'},XML External Entity (XXE) vulnerability in Milton Webdav before 2.7.0.3.,HIGH,10.0,6.4,2017-06-07 14:29:00+00:00,2018-10-09 19:58:00+00:00
CVE-2015-7337,{'CWE-20'},"The editor in IPython Notebook before 3.2.2 and Jupyter Notebook 4.0.x before 4.0.5 allows remote attackers to execute arbitrary JavaScript code via a crafted file, which triggers a redirect to files/, related to MIME types.",MEDIUM,8.6,6.4,2015-09-29 19:59:00+00:00,2016-12-07 18:23:00+00:00
